model_name,best_epoch,params,macs,macs_million,epoch,lr,train_loss,val_loss,seg_width_mae,file_width_mae,pos_mae,pos_rmse,pos_maxae,mean_ms,median_ms,p95_ms,min_ms,max_ms,checkpoint,out_dir
plain_cnn_w32,214,105857,24707200,24.7072,214,2.405283468241633e-05,2.7095966758227045e-05,4.202006579400455e-05,0.02813330320554359,0.01848328862871451,0.10457746046598913,0.1450604019230613,0.61576629492356,1.1755515,1.1261,1.4881399999999998,1.042,2.0619,D:\桌面\deep study\results\models\runs\fast_student_ablation\plain_cnn_w32\best_plain_cnn_w32.pth,D:\桌面\deep study\results\models\runs\fast_student_ablation\plain_cnn_w32
