epoch,lr,train_loss,val_loss,seg_width_mae,file_width_mae,pos_mae,pos_rmse,pos_maxae
1,0.0019996590383506794,0.02576620795443297,0.0724509674936063,2.3689209590448397,2.373737528967479,11.861693793251725,13.223196825307653,21.070880284062497
2,0.001998636387080801,0.0024385878461473482,0.03487740444872424,1.866125403163589,1.8643565068169246,8.51235784503553,8.671813322724558,12.251063997267266
3,0.0019969327470644622,0.0023361062393225805,0.08897912669404645,2.9826937501675617,2.982565075253683,12.871015245403719,12.979800693763828,17.111498274572114
4,0.0019945492858914316,0.0017130443677748379,0.0792064714445689,2.8668016161874075,2.8661550446540587,12.671428756271279,12.80479340373038,16.035271121236946
5,0.001991487637066941,0.002067386043825865,0.0008297410273269498,0.21832944076751995,0.21711108904036253,1.0040142415479048,1.2059355046617592,2.6450667308529887
6,0.0019877498988921617,0.00124198727559926,0.0006471614714062644,0.19969247211919766,0.19240966123247907,0.8627609017221763,1.0547068516798042,2.493190798983676
7,0.0019833386330261344,0.0013667512945933283,0.006951997755095363,0.8073918462913727,0.807040001664843,3.7140556347116807,3.7655297909134915,4.628661007151493
8,0.001978256862730136,0.001162868700506296,0.0005906198084545888,0.2019679746895193,0.19259973881736628,1.1277583987624842,1.4275553274781279,3.817512561731803
9,0.0019725080707956874,0.0017334115933986855,0.09314737904155365,3.0713912638548377,3.071698465158069,17.387765845661807,17.483071549213783,21.381172943576587
10,0.001966096197157622,0.001382171308798915,0.0006764322284295737,0.21978432218605112,0.21163686956678113,1.0616822562432733,1.2564815487380128,2.8355593322730215
11,0.001959025636193851,0.0018052752151978529,0.05558780939361759,2.4093465582232607,2.4083126712602283,11.007591160127799,11.245961470985463,14.830116328314716
12,0.001951301233713677,0.0033032569911446343,0.049519027713860304,2.2624259618955236,2.2627529658590047,12.481891329022346,12.614119939762817,16.624511456310643
13,0.0019429282836367168,0.0012250950777165474,0.0019703057562501527,0.4143083964552835,0.4111251876467751,1.9575495166522634,2.0468825430849944,3.48775159611381
14,0.0019339125243647147,0.0018447795654978705,0.01081082508812232,0.9398289484398388,0.9401193953695751,4.5591195409010785,4.792304318296784,11.202133128338119
15,0.0019242601348487293,0.0012230270949489485,0.0004290407850420936,0.1551402729248332,0.15014520482411467,0.6896345604989429,0.8476580259408037,2.178464403726423
16,0.0019139777303543866,0.0016294256218797492,0.0030926696751614876,0.5542763103948576,0.5535212889171782,2.7904428935335233,2.925065155675276,4.250090305844083
17,0.0019030723579281103,0.0014178607552416125,0.017399913883794135,1.2820177256503953,1.2829653120419338,6.516161432690831,6.6037104549468175,9.852928609080948
18,0.001891551491567425,0.0012738527798864475,0.0035516826422867655,0.5969694618866822,0.5960849559874762,2.9121896459054564,2.988585949323618,4.3470694052399494
