Filename,Position_mm,Segment_Count,Teacher_Width,Student_Width,BaselineA_Width,BaselineB_Width,Teacher_Pos_Pred,Student_Pos_Pred,BaselineA_Pos_Pred,BaselineB_Pos_Pred,Teacher_Error_mm,Student_Error_mm,BaselineA_Error_mm,BaselineB_Error_mm,Student_vs_Teacher_WidthErr,BaselineA_vs_Teacher_WidthErr,BaselineB_vs_Teacher_WidthErr,BaselineA_Latency_ms,BaselineB_Latency_ms
-15.csv,223.4,8,19.484686511280547,19.49850296974182,19.478243049129347,18.921938813692968,223.57454392368984,223.479422743949,223.61895208593063,227.57001511155534,0.17454392368983918,0.07942274394898163,0.2189520859306242,4.17001511155533,0.01381645846127455,-0.006443462151199952,-0.5627476975875787,2.003899999863279,7.3813999999856605
-4.csv,224.5,8,19.338650956868708,19.374318599700928,19.336135971742767,18.754922674664495,224.58846907327265,224.33938157508504,224.60606822511753,228.80318534263716,0.0884690732726483,-0.1606184249149578,0.10606822511752512,4.303185342637164,0.03566764283221957,-0.0025149851259413936,-0.5837282822042127,3.162300000212781,7.027999999991152
-3.csv,224.6,9,19.32663375263806,19.36479420132107,19.324000808900117,18.762825450436466,224.67260446775376,224.40580377571368,224.691052688291,228.74432691261998,0.07260446775376295,-0.19419622428631556,0.09105268829100055,4.144326912619988,0.03816044868301205,-0.0026329437379430942,-0.5638083022015934,2.7126999998472456,6.129600000122082
4.csv,225.3,9,19.250496245707552,19.311282687717014,19.24689309069784,18.86004592391399,225.208166060234,224.78023728560106,225.2336188671131,228.02438918342804,-0.09183393976601906,-0.5197627143989507,-0.06638113288690306,2.7243891834280305,0.06078644200946215,-0.0036031550097135323,-0.390450321793562,2.28819999983898,9.179900000162888
5.csv,225.4,9,19.22651574635631,19.260453330145943,19.22038890357828,18.85986872845293,225.37774929674245,225.13787968598268,225.4211462058433,228.0256944222856,-0.02225070325755496,-0.2621203140173236,0.021146205843308508,2.6256944222855907,0.03393758378963341,-0.00612684277803055,-0.3666470179033787,4.207800000131101,8.11929999986205
6.csv,225.5,8,19.221453821790877,19.252134323120117,19.21502794853317,18.856980482700347,225.41360126852368,225.19659785863524,225.45914156234977,228.04697306904836,-0.08639873147632215,-0.3034021413647565,-0.04085843765022901,2.546973069048363,0.030680501329239718,-0.006425873257708048,-0.36447333909053015,2.0431999998891115,5.463899999995192
15.csv,226.4,9,19.079919506896186,19.095516840616863,19.073670289210465,18.849965713579618,226.4239461637989,226.31185088200056,226.46891097244244,228.09868102554785,0.02394616379888248,-0.0881491179994498,0.06891097244243838,1.6986810255478417,0.015597333720677398,-0.0062492176857205095,-0.22995379331656807,2.320800000006784,5.521400000134236
17.csv,226.6,9,19.05170027186337,19.06649335225423,19.046406165514597,18.833009541524333,226.62723145150997,226.52058828578507,226.6654379140465,228.22383332862972,0.027231451509976523,-0.07941171421492754,0.06543791404649824,1.623833328629729,0.014793080390859359,-0.005294106348774363,-0.21869073033903774,2.8131999999914115,6.871000000046479
19.csv,226.8,9,19.02591092001717,19.045908398098415,19.02130537550295,18.84180659098393,226.81355357223632,226.6690313187834,226.8468821323518,228.15887406973712,0.01355357223630449,-0.13096868121661487,0.04688213235178296,1.3588740697371122,0.01999747808124397,-0.004605544514220128,-0.18410432903324292,2.8723999998874206,7.564700000102675
20.csv,226.9,8,19.01333565694272,19.028603315353394,19.00892976904977,18.847805517717035,226.90459507520953,226.7940774075567,226.93652175359054,228.11461243030692,0.004595075209522292,-0.10592259244330648,0.036521753590534445,1.2146124303069143,0.015267658410675011,-0.004405887892946936,-0.16553013922568383,2.0551999998588144,6.587100000160717
23.csv,227.2,9,18.984186165085664,18.999948501586914,18.980005189662663,18.857456642628254,227.1161055141181,227.0016503677472,227.14649759331326,228.0434645832615,-0.08389448588189907,-0.19834963225278557,-0.05350240668673223,0.8434645832615217,0.015762336501250473,-0.004180975423000888,-0.12672952245740987,2.4382000001423876,7.408799999893745
24.csv,227.3,9,18.95411020323632,18.97683334350586,18.958199836421038,18.83962716401864,227.33503831286328,227.16956334277612,227.305226651744,228.17496161316902,0.03503831286326431,-0.1304366572238962,0.005226651743981847,0.8749616131690061,0.02272314026954092,0.004089633184719332,-0.11448303921767788,3.4542999999302992,8.938100000023042
27.csv,227.6,9,18.914026059565707,18.935555352105034,18.918895120306228,18.854251875462122,227.62793483187772,227.47046117806423,227.5922884313991,228.06708175396787,0.027934831877729493,-0.1295388219357676,-0.007711568600882401,0.4670817539678751,0.021529292539327116,0.0048690607405212916,-0.059774184103584815,2.6679000000058295,7.173399999828689
37.csv,228.6,8,18.775168346001497,18.789533615112305,18.77925434763216,18.6128116220522,228.65250104136507,228.54578551647896,228.6221302339525,229.87036157255275,0.05250104136507616,-0.05421448352103653,0.02213023395250957,1.2703615725527584,0.014365269110808043,0.004086001630664526,-0.1623567239492978,2.0089000001917157,5.661599999939426
40.csv,228.9,8,18.74278788671531,18.73487687110901,18.73934100656567,18.649052949548178,228.89366221735474,228.95271147304243,228.91938406402812,229.5966227317632,-0.006337782645260859,0.05271147304242163,0.019384064028116654,0.696622731763199,-0.007911015606300253,-0.003446880149638787,-0.093734937167131,3.0065000000831787,11.401499999919906
45.csv,229.4,8,18.6748527836724,18.671796083450317,18.682063071876485,18.63014336702372,229.40241550671377,229.4253959213358,229.34823880965484,229.73931460132803,0.0024155067137598962,0.025395921335785943,-0.05176119034516091,0.33931460132802727,-0.0030567002220820427,0.007210288204085202,-0.04470941664867922,3.088400000024194,7.975500000156899
47.csv,229.6,8,18.65080825143568,18.656916618347168,18.65864584939043,18.612015105014,229.5833922771331,229.5373708501041,229.5243481617698,229.87639013676278,-0.016607722866893937,-0.06262914989588353,-0.07565183823018629,0.27639013676278523,0.006108366911487195,0.007837597954750919,-0.03879314642168197,3.2211000000188506,7.327499999973952
