epoch,lr,train_loss,val_loss,seg_width_mae,file_width_mae,pos_mae,pos_rmse,pos_maxae
1,0.0004999750205373112,0.02353606223612463,0.03834842855685225,1.746961613681829,1.7427201322903707,9.122744615443544,11.222291771458925,21.113152641175475
2,0.0004999000872429063,0.0021661141157672285,0.00023013643391588682,0.12020660783642921,0.11622218378006482,0.5937115009606834,0.7216752045069282,1.934209682449307
3,0.0004997752153967319,0.0018053183103029868,0.002772571855207261,0.5250761263838438,0.525634637522319,2.6642651012947614,2.736179062944677,4.299771707856564
4,0.0004996004304619031,0.001918569550168397,0.00026802194688826036,0.13550422347594646,0.129283519169641,0.6956536645822436,0.8591717865277166,2.297181905916034
5,0.000499375768079512,0.0016434177205645489,0.001393310950087627,0.3627757669609284,0.3631237857303924,1.787098132859417,1.8525001828422538,2.9199247863981554
6,0.0004991012740613593,0.0016702115403614468,0.005825461047292452,0.772277268293862,0.7736799663967556,4.030849955064633,4.1285165160725,6.168800798925588
7,0.000498777004380613,0.002044464021324723,0.0013460569398120812,0.351246544133837,0.348916077689519,1.6765738105120076,1.7523724131164258,2.547949810566223
8,0.0004984030251603947,0.0017148092947657622,0.005441645227773028,0.7189835766765559,0.7181140888683379,3.4978649284565244,3.6489766014822025,4.984819496084896
9,0.0004979794126602961,0.0015089600715709642,0.003985729567906776,0.6283734624630937,0.6297695685189868,3.1772876799127037,3.2397329907399026,4.3866824851531305
10,0.0004975062532608284,0.0012366200203251807,0.010843229976212867,1.061447560230148,1.0623492528143386,5.549096807481542,5.603840338660931,7.288910743883832
11,0.0004969836434458087,0.0015074123316873179,0.0032268789092026583,0.5569229281951333,0.557494784082685,2.956084283855768,3.1527655392658285,4.94821990754582
12,0.0004964116897826847,0.0013909202995782877,0.00452313713825125,0.6595582583240259,0.6587062044749186,3.163063788632828,3.2536067931596886,4.446339060931251
13,0.000495790508900805,0.0009880213801154235,0.0006613911566907696,0.24172119782349774,0.23967639226762072,1.199324749723801,1.2963189350654811,2.6988890057031085
14,0.0004951202274676362,0.0011139182753326531,0.0005072583513776119,0.21957330837428013,0.21671114898863286,1.109063250669446,1.1772510627348085,2.2916799063149256
15,0.000494400982162934,0.0009315122523339391,0.0002718765173196057,0.14137568206430595,0.1354808025889927,0.789655083285109,0.9819771895503235,2.476081187209161
16,0.0004936329196508715,0.0012924126738339413,0.0013333535372392735,0.36757277328277305,0.3648639483678909,1.8461015069681241,1.918823955690045,2.8553972248520267
17,0.0004928161965501337,0.001111661545006363,0.0030231997283680415,0.5543061149454562,0.5524036630373153,2.7549892517955312,2.878071309621805,5.00188595985685
18,0.0004919509794019793,0.0010923370321242966,0.001798667969991601,0.41307368233939196,0.4114850292130124,2.0751508550682414,2.200700515485492,3.6064195929203606
19,0.0004910374446362816,0.0009017693232469903,0.005659646711477609,0.7401731549022353,0.7391042045562987,3.451699480340835,3.5112293661373286,4.966536002764769
20,0.0004900757785355516,0.0012581650293320278,0.0021670074811396753,0.45622322938152565,0.45460457987255526,2.2123492341310587,2.2765059733452913,3.2079913733130923
21,0.0004890661771969524,0.0008099449284269017,0.0018346639236905308,0.4299545354932268,0.4272117046704367,2.1829807299551387,2.2923947547662706,3.4226644399345503
